Quarter,Month,BARCODE,FRM_WHID,SPL_ID,ITEM_ID,ITEM_NAME,MAIN_UNIT,QTY,FREE_QTY,QTY_ALL,QTY_UNIT,CURNT_COST_L,TTL_CST,PRICE,PRICE1,PRICE_UNIT,TTL_VAL,TTL_VAL_B4_DIS
Qtr 2,June,6287029390020,34,599,133036,اورجينال فانيلا بالسمسم125جم,حبة,2,0,2,2,18.7,37.4,26.956521739130434,26.956521739130434,26.956521739130434,53.91304347826087,53.91304347826087
Qtr 2,June,6287029390020,35,599,133036,اورجينال فانيلا بالسمسم125جم,حبة,1,0,1,1,18.7,18.7,26.956521739130434,26.956521739130434,26.956521739130434,26.956521739130434,26.956521739130434
Qtr 2,May,6287029390020,62,599,133036,اورجينال فانيلا بالسمسم125جم,حبة,1,0,1,1,18.7,18.7,26.956521739130434,26.956521739130434,26.956521739130434,26.956521739130434,26.956521739130434
Qtr 2,May,6287029390037,20,599,133040,اورجينال فانيلا بالسمسم250جم,حبة,1,0,1,1,33.04,33.04,46.95652173913044,46.95652173913044,46.95652173913044,46.95652173913044,46.95652173913044
Qtr 2,June,6287029390037,54,599,133040,اورجينال فانيلا بالسمسم250جم,حبة,1,0,1,1,33.04,33.04,46.95652173913044,46.95652173913044,46.95652173913044,46.95652173913044,46.95652173913044
Qtr 2,June,6287029390037,7,599,133040,اورجينال فانيلا بالسمسم250جم,حبة,1,0,1,1,33.04,33.04,46.95652173913044,46.95652173913044,46.95652173913044,46.95652173913044,46.95652173913044
Qtr 2,May,6287029390051,1,599,133038,بيكان قرفة وتفاح125جم,حبة,1,0,1,1,21.3,21.3,30.434782608695652,30.434782608695652,30.434782608695652,30.434782608695652,30.434782608695652
Qtr 2,June,6287029390051,1,599,133038,بيكان قرفة وتفاح125جم,حبة,1,0,1,1,21.3,21.3,30.434782608695652,30.434782608695652,30.434782608695652,30.434782608695652,30.434782608695652
Qtr 2,May,6287029390051,13,599,133038,بيكان قرفة وتفاح125جم,حبة,1,0,1,1,21.3,21.3,30.434782608695652,30.434782608695652,30.434782608695652,30.434782608695652,30.434782608695652
Qtr 2,June,6287029390051,20,599,133038,بيكان قرفة وتفاح125جم,حبة,1,0,1,1,21.3,21.3,30.434782608695652,30.434782608695652,30.434782608695652,30.434782608695652,30.434782608695652
Qtr 2,May,6287029390051,24,599,133038,بيكان قرفة وتفاح125جم,حبة,1,0,1,1,21.3,21.3,30.434782608695652,30.434782608695652,30.434782608695652,30.434782608695652,30.434782608695652
Qtr 2,June,6287029390051,30,599,133038,بيكان قرفة وتفاح125جم,حبة,1,0,1,1,21.3,21.3,30.434782608695652,30.434782608695652,30.434782608695652,30.434782608695652,30.434782608695652
Qtr 2,June,6287029390051,35,599,133038,بيكان قرفة وتفاح125جم,حبة,1,0,1,1,21.3,21.3,30.434782608695652,30.434782608695652,30.434782608695652,30.434782608695652,30.434782608695652
Qtr 2,June,6287029390051,4,599,133038,بيكان قرفة وتفاح125جم,حبة,2,0,2,2,42.6,42.6,60.869565217391305,60.869565217391305,60.869565217391305,60.869565217391305,60.869565217391305
Qtr 2,June,6287029390051,46,599,133038,بيكان قرفة وتفاح125جم,حبة,5,0,5,5,106.5,106.5,152.17391304347825,152.17391304347825,152.17391304347825,152.17391304347825,152.17391304347825
Qtr 2,June,6287029390051,48,599,133038,بيكان قرفة وتفاح125جم,حبة,1,0,1,1,21.3,21.3,30.434782608695652,30.434782608695652,30.434782608695652,30.434782608695652,30.434782608695652
Qtr 2,May,6287029390051,58,599,133038,بيكان قرفة وتفاح125جم,حبة,1,0,1,1,21.3,21.3,30.434782608695652,30.434782608695652,30.434782608695652,30.434782608695652,30.434782608695652
Qtr 2,June,6287029390051,58,599,133038,بيكان قرفة وتفاح125جم,حبة,2,0,2,2,42.6,42.6,60.869565217391305,60.869565217391305,60.869565217391305,60.869565217391305,60.869565217391305
Qtr 2,June,6287029390051,62,599,133038,بيكان قرفة وتفاح125جم,حبة,4,0,4,4,63.900000000000006,85.2,91.30434782608695,91.30434782608695,91.30434782608695,121.73913043478261,121.73913043478261
Qtr 2,June,6287029390051,64,599,133038,بيكان قرفة وتفاح125جم,حبة,1,0,1,1,21.3,21.3,30.434782608695652,30.434782608695652,30.434782608695652,30.434782608695652,30.434782608695652
Qtr 2,May,6287029390051,7,599,133038,بيكان قرفة وتفاح125جم,حبة,1,0,1,1,21.3,21.3,30.434782608695652,30.434782608695652,30.434782608695652,30.434782608695652,30.434782608695652
Qtr 2,June,6287029390051,72,599,133038,بيكان قرفة وتفاح125جم,حبة,3,0,3,3,63.900000000000006,63.900000000000006,91.30434782608695,91.30434782608695,91.30434782608695,91.30434782608695,91.30434782608695
Qtr 2,May,6287029390068,1,599,133042,بيكان قرفة وتفاح250جم,حبة,1,0,1,1,37.39,37.39,53.04347826086956,53.04347826086956,53.04347826086956,53.04347826086956,53.04347826086956
Qtr 2,June,6287029390068,30,599,133042,بيكان قرفة وتفاح250جم,حبة,1,0,1,1,37.39,37.39,53.04347826086956,53.04347826086956,53.04347826086956,53.04347826086956,53.04347826086956
Qtr 2,June,6287029390068,35,599,133042,بيكان قرفة وتفاح250جم,حبة,1,0,1,1,37.39,37.39,53.04347826086956,53.04347826086956,53.04347826086956,53.04347826086956,53.04347826086956
Qtr 2,June,6287029390068,37,599,133042,بيكان قرفة وتفاح250جم,حبة,1,0,1,1,37.39,37.39,53.04347826086956,53.04347826086956,53.04347826086956,53.04347826086956,53.04347826086956
Qtr 2,June,6287029390068,46,599,133042,بيكان قرفة وتفاح250جم,حبة,3,0,3,3,112.17,112.17,159.1304347826087,159.1304347826087,159.1304347826087,159.1304347826087,159.1304347826087
Qtr 2,June,6287029390068,54,599,133042,بيكان قرفة وتفاح250جم,حبة,2,0,2,2,37.39,74.78,53.04347826086956,53.04347826086956,53.04347826086956,106.08695652173913,106.08695652173913
Qtr 2,May,6287029390068,62,599,133042,بيكان قرفة وتفاح250جم,حبة,1,0,1,1,37.39,37.39,53.04347826086956,53.04347826086956,53.04347826086956,53.04347826086956,53.04347826086956
Qtr 2,June,6287029390068,62,599,133042,بيكان قرفة وتفاح250جم,حبة,1,0,1,1,37.39,37.39,53.04347826086956,53.04347826086956,53.04347826086956,53.04347826086956,53.04347826086956
Qtr 2,May,6287029390082,1,599,133039,بيكان اورجينال فانيلا125جم,حبة,2,0,2,2,42.6,42.6,60.869565217391305,60.869565217391305,60.869565217391305,60.869565217391305,60.869565217391305
Qtr 2,June,6287029390082,1,599,133039,بيكان اورجينال فانيلا125جم,حبة,3,0,3,3,63.900000000000006,63.900000000000006,91.30434782608695,91.30434782608695,91.30434782608695,91.30434782608695,91.30434782608695
Qtr 2,June,6287029390082,20,599,133039,بيكان اورجينال فانيلا125جم,حبة,4,0,4,4,63.900000000000006,85.2,91.30434782608695,91.30434782608695,91.30434782608695,121.73913043478261,121.73913043478261
Qtr 2,June,6287029390082,34,599,133039,بيكان اورجينال فانيلا125جم,حبة,3,0,3,3,21.3,63.9,30.434782608695652,30.434782608695652,30.434782608695652,91.30434782608695,91.30434782608695
Qtr 2,June,6287029390082,35,599,133039,بيكان اورجينال فانيلا125جم,حبة,1,0,1,1,21.3,21.3,30.434782608695652,30.434782608695652,30.434782608695652,30.434782608695652,30.434782608695652
Qtr 2,May,6287029390082,46,599,133039,بيكان اورجينال فانيلا125جم,حبة,1,0,1,1,21.3,21.3,30.434782608695652,30.434782608695652,30.434782608695652,30.434782608695652,30.434782608695652
Qtr 2,June,6287029390082,52,599,133039,بيكان اورجينال فانيلا125جم,حبة,2,0,2,2,42.6,42.6,60.869565217391305,60.869565217391305,60.869565217391305,60.869565217391305,60.869565217391305
Qtr 2,June,6287029390082,58,599,133039,بيكان اورجينال فانيلا125جم,حبة,1,0,1,1,21.3,21.3,30.434782608695652,30.434782608695652,30.434782608695652,30.434782608695652,30.434782608695652
Qtr 2,June,6287029390082,62,599,133039,بيكان اورجينال فانيلا125جم,حبة,1,0,1,1,21.3,21.3,30.434782608695652,30.434782608695652,30.434782608695652,30.434782608695652,30.434782608695652
Qtr 2,June,6287029390082,7,599,133039,بيكان اورجينال فانيلا125جم,حبة,1,0,1,1,21.3,21.3,30.434782608695652,30.434782608695652,30.434782608695652,30.434782608695652,30.434782608695652
Qtr 2,June,6287029390082,72,599,133039,بيكان اورجينال فانيلا125جم,حبة,1,0,1,1,21.3,21.3,30.434782608695652,30.434782608695652,30.434782608695652,30.434782608695652,30.434782608695652
Qtr 2,June,6287029390099,13,599,133043,بيكان اورجينال فانيلا250جم,حبة,1,0,1,1,37.39,37.39,53.04347826086956,53.04347826086956,53.04347826086956,53.04347826086956,53.04347826086956
Qtr 2,June,6287029390099,30,599,133043,بيكان اورجينال فانيلا250جم,حبة,1,0,1,1,37.39,37.39,53.04347826086956,53.04347826086956,53.04347826086956,53.04347826086956,53.04347826086956
Qtr 2,June,6287029390099,46,599,133043,بيكان اورجينال فانيلا250جم,حبة,1,0,1,1,37.39,37.39,53.04347826086956,53.04347826086956,53.04347826086956,53.04347826086956,53.04347826086956
Qtr 2,June,6287029390099,54,599,133043,بيكان اورجينال فانيلا250جم,حبة,1,0,1,1,37.39,37.39,53.04347826086956,53.04347826086956,53.04347826086956,53.04347826086956,53.04347826086956
Qtr 2,May,6287029390099,62,599,133043,بيكان اورجينال فانيلا250جم,حبة,1,0,1,1,37.39,37.39,53.04347826086956,53.04347826086956,53.04347826086956,53.04347826086956,53.04347826086956
Qtr 2,June,6287029390099,68,599,133043,بيكان اورجينال فانيلا250جم,حبة,1,0,1,1,37.39,37.39,53.04347826086956,53.04347826086956,53.04347826086956,53.04347826086956,53.04347826086956
Qtr 2,May,6287029390112,1,599,133037,مملح كراميل توت العليق125جم,حبة,1,0,1,1,20,20,28.695652173913043,28.695652173913043,28.695652173913043,28.695652173913043,28.695652173913043
Qtr 2,June,6287029390112,1,599,133037,مملح كراميل توت العليق125جم,حبة,5,0,5,5,80,100,114.78260869565217,114.78260869565217,114.78260869565217,143.47826086956522,143.47826086956522
Qtr 2,June,6287029390112,13,599,133037,مملح كراميل توت العليق125جم,حبة,1,0,1,1,20,20,28.695652173913043,28.695652173913043,28.695652173913043,28.695652173913043,28.695652173913043
Qtr 2,June,6287029390112,18,599,133037,مملح كراميل توت العليق125جم,حبة,1,0,1,1,20,20,28.695652173913043,28.695652173913043,28.695652173913043,28.695652173913043,28.695652173913043
Qtr 2,May,6287029390112,24,599,133037,مملح كراميل توت العليق125جم,حبة,1,0,1,1,20,20,28.695652173913043,28.695652173913043,28.695652173913043,28.695652173913043,28.695652173913043
Qtr 2,June,6287029390112,24,599,133037,مملح كراميل توت العليق125جم,حبة,1,0,1,1,20,20,28.695652173913043,28.695652173913043,28.695652173913043,28.695652173913043,28.695652173913043
Qtr 2,June,6287029390112,27,599,133037,مملح كراميل توت العليق125جم,حبة,1,0,1,1,20,20,28.695652173913043,28.695652173913043,28.695652173913043,28.695652173913043,28.695652173913043
Qtr 2,June,6287029390112,30,599,133037,مملح كراميل توت العليق125جم,حبة,2,0,2,2,40,40,57.391304347826086,57.391304347826086,57.391304347826086,57.391304347826086,57.391304347826086
Qtr 2,June,6287029390112,35,599,133037,مملح كراميل توت العليق125جم,حبة,1,0,1,1,20,20,28.695652173913043,28.695652173913043,28.695652173913043,28.695652173913043,28.695652173913043
Qtr 2,June,6287029390112,46,599,133037,مملح كراميل توت العليق125جم,حبة,1,0,1,1,20,20,28.695652173913043,28.695652173913043,28.695652173913043,28.695652173913043,28.695652173913043
Qtr 2,June,6287029390112,58,599,133037,مملح كراميل توت العليق125جم,حبة,1,0,1,1,20,20,28.695652173913043,28.695652173913043,28.695652173913043,28.695652173913043,28.695652173913043
Qtr 2,June,6287029390112,60,599,133037,مملح كراميل توت العليق125جم,حبة,1,0,1,1,20,20,28.695652173913043,28.695652173913043,28.695652173913043,28.695652173913043,28.695652173913043
Qtr 2,June,6287029390112,62,599,133037,مملح كراميل توت العليق125جم,حبة,1,0,1,1,20,20,28.695652173913043,28.695652173913043,28.695652173913043,28.695652173913043,28.695652173913043
Qtr 2,June,6287029390112,68,599,133037,مملح كراميل توت العليق125جم,حبة,1,0,1,1,20,20,28.695652173913043,28.695652173913043,28.695652173913043,28.695652173913043,28.695652173913043
Qtr 2,June,6287029390112,7,599,133037,مملح كراميل توت العليق125جم,حبة,1,0,1,1,20,20,28.695652173913043,28.695652173913043,28.695652173913043,28.695652173913043,28.695652173913043
Qtr 2,June,6287029390129,46,599,133041,كراميل مملح توت العليق250جم,حبة,0,0,0,2,71.3,0,0,101.7391304347826,101.7391304347826,0,0
Qtr 2,May,6287029390129,5,599,133041,كراميل مملح توت العليق250جم,حبة,1,0,1,1,35.65,35.65,50.8695652173913,50.8695652173913,50.8695652173913,50.8695652173913,50.8695652173913
Qtr 2,June,6287029390129,54,599,133041,كراميل مملح توت العليق250جم,حبة,1,0,1,1,35.65,35.65,50.8695652173913,50.8695652173913,50.8695652173913,50.8695652173913,50.8695652173913
Qtr 2,May,6287029390129,62,599,133041,كراميل مملح توت العليق250جم,حبة,1,0,1,1,35.65,35.65,50.8695652173913,50.8695652173913,50.8695652173913,50.8695652173913,50.8695652173913
Qtr 2,May,6287029390129,64,599,133041,كراميل مملح توت العليق250جم,حبة,1,0,1,1,35.65,35.65,50.8695652173913,50.8695652173913,50.8695652173913,50.8695652173913,50.8695652173913
Qtr 2,June,6287029390129,7,599,133041,كراميل مملح توت العليق250جم,حبة,1,0,1,1,35.65,35.65,50.8695652173913,50.8695652173913,50.8695652173913,50.8695652173913,50.8695652173913
Qtr 2,June,6287029390129,72,599,133041,كراميل مملح توت العليق250جم,حبة,1,0,1,1,35.65,35.65,50.8695652173913,50.8695652173913,50.8695652173913,50.8695652173913,50.8695652173913
